Interacao,Tempo_execucao,resCode,texto
3,1.3812298774719238,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2207379341125488,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1937179565429688,200,"Certo, e falta de vontade de comer?"
6,1.18703293800354,200,"Certo, e tem inchaço nas pernas?"
7,1.2049133777618408,200,"Certo, e falta de ar você tem?"
8,1.439786434173584,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4024887084960938,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.041447401046753,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.401275873184204,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2044832706451416,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1965885162353516,200,"Certo, e falta de vontade de comer?"
6,1.2082457542419434,200,"Certo, e tem inchaço nas pernas?"
7,1.1773273944854736,200,"Certo, e falta de ar você tem?"
8,1.369635820388794,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.433311939239502,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.236255407333374,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.4293429851531982,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2005226612091064,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1924121379852295,200,"Certo, e falta de vontade de comer?"
6,1.1935968399047852,200,"Certo, e tem inchaço nas pernas?"
7,1.1870524883270264,200,"Certo, e falta de ar você tem?"
8,1.4203948974609375,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.4652254581451416,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,2.109670400619507,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3407022953033447,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.1773369312286377,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1741297245025635,200,"Certo, e falta de vontade de comer?"
6,1.184272050857544,200,"Certo, e tem inchaço nas pernas?"
7,1.2018020153045654,200,"Certo, e falta de ar você tem?"
8,1.3864188194274902,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
1,1.416236162185669,200,"Boa tarde, eu sou a Robô Maria Helena cuidadora digital do admin. Você é o admin?"
2,1.993943452835083,200,"Estou entrando em contato em nome do Grupo de Pesquisa de Voicebot em Saúde. admin, o motivo da chamada é um alerta de sensor em perigo por sobrepeso que detectamos. O atendimento levará alguns minutos, tudo bem?"
3,1.3459739685058594,200,Inicialmente vamos verificar seu estado geral. Você tem sentido cansaço?
4,1.2747759819030762,200,"Certo, o senhor sente dificuldade para comer?"
5,1.1867411136627197,200,"Certo, e falta de vontade de comer?"
6,1.205296277999878,200,"Certo, e tem inchaço nas pernas?"
7,1.1736640930175781,200,"Certo, e falta de ar você tem?"
8,1.4459223747253418,200,SYSTEM cansaco=S dificuldadecomer=S faltavontadecomer=S inchacopernas=S faltadear=S
